https://dfkanalytics.vercel.app/hero

Cost,Realm,Id,Rarity,Class,Subclass,Background,Lvl,XP To Level,Gen,Sum,SB1,SB2,Train Stat,Profession,PJ,Element,Class Score,CScore/Level,Growth Score,Active1,Active2,Passive1,Passive2,Name
68.88,SD,199218,0,Monk,Archer,city,4,3752,3,1,WIS,DEX,16,gardening,,dark,4.62,1.16,0.557,Basic6,Basic6,Basic1,Basic6,Hekeira Fogpunch
69,SD,257276,0,Priest,Monk,plains,1,2000,2,7,INT,AGI,13,gardening,,water,1.40,1.40,0.505,Basic3,Basic8,Basic7,Basic5,Kanna Winterfollower
69,SD,262904,0,Monk,Seer,mountains,1,2000,2,9,WIS,END,11,gardening,,water,1.00,1.00,0.519,Basic5,Advanced4,Basic4,Basic3,Dúnman Axeblossom
69,SD,266071,0,Pirate,Warrior,desert,1,2000,2,8,END,AGI,10,foraging,,wind,1.10,1.10,0.601,Basic8,Basic5,Basic1,Basic1,Galya Matrigora
69,SD,32319,0,Warrior,Knight,desert,1,1860,2,3,INT,WIS,11,gardening,,wind,0.40,0.40,0.610,Basic6,Basic3,Basic3,Basic2,Donovan Rainspire
69,SD,255782,2,Thief,Thief,swamp,1,2000,2,5,AGI,VIT,13,gardening,,fire,3.55,3.55,0.969,Basic6,Basic7,Advanced2,Basic1,Nedfara Spiritstrength
69,SD,264527,1,DarkKnight,Warrior,arctic,1,1865,3,1,LCK,AGI,15,fishing,,wind,1.90,1.90,0.969,Basic2,Basic3,Basic4,Basic4,Éohere Oakenherald
69,SD,246572,1,Monk,Knight,mountains,1,0,2,6,AGI,AGI,14,gardening,,light,2.05,2.05,0.777,Basic4,Basic6,Basic5,Basic6,Befubrel Wendwater
69,SD,157512,1,Wizard,Monk,arctic,1,2000,2,7,END,DEX,13,fishing,,fire,2.20,2.20,0.692,Basic2,Basic5,Basic2,Basic1,Kenia Brownchanter
69,SD,257566,2,Pirate,Pirate,forest,1,2000,2,5,AGI,DEX,12,gardening,,lightning,2.95,2.95,1.011,Basic4,Basic5,Basic1,Basic5,Drilthil Nosevale
69,SD,180458,0,Monk,Knight,swamp,3,1380,2,6,DEX,END,14,gardening,,earth,4.66,1.55,0.574,Basic5,Basic6,Basic5,Basic4,Mumiel Autumneyes
69,SD,262049,1,Warrior,Monk,plains,1,2000,2,1,INT,INT,11,mining,,dark,1.25,1.25,0.766,Basic3,Basic5,Basic4,Basic4,Bambolis Barleywoods
69,SD,234844,1,Pirate,Pirate,forest,2,1028,1,4,DEX,INT,13,mining,,water,5.17,2.58,0.781,Basic6,Basic3,Basic2,Basic8,Thephesil Tascer
69,SD,226153,1,Monk,Seer,swamp,3,1919,1,2,INT,DEX,15,gardening,,ice,6.11,2.04,0.722,Basic3,Basic6,Basic8,Basic3,Brual Suprepede
69,SD,239659,1,DarkKnight,Archer,plains,1,1780,2,0,END,LCK,14,gardening,,earth,2.15,2.15,0.945,Basic1,Advanced1,Basic4,Basic2,Morael Mourningglade
69,SD,257327,1,Priest,Warrior,mountains,1,2000,2,5,WIS,WIS,20,mining,,water,2.90,2.90,0.695,Basic2,Basic8,Basic6,Basic5,Burudial Hardyng
69,SD,249811,1,Priest,Knight,forest,3,3700,2,5,VIT,AGI,14,gardening,,earth,2.82,0.94,0.689,Basic3,Basic3,Basic6,Basic8,Gunnarr Rosethorne
69,SD,245319,0,Seer,Pirate,swamp,1,0,2,5,STR,INT,13,fishing,,water,0.60,0.60,0.483,Basic1,Basic1,Basic3,Basic3,Naererion Cataclymajin
69,SD,228879,1,Ninja,Pirate,mountains,3,3072,3,1,INT,VIT,17,gardening,,ice,9.42,3.14,0.957,Basic5,Basic8,Basic7,Basic2,Tuliphis Ebonthrax
69,SD,253613,1,DarkKnight,Thief,city,1,2000,4,0,WIS,LCK,14,gardening,,earth,1.40,1.40,0.905,Basic7,Basic3,Basic3,Basic3,Eric Rainsun
69,SD,223073,0,Warrior,Ninja,city,1,2000,2,2,INT,AGI,12,foraging,,light,1.20,1.20,0.628,Advanced1,Basic8,Basic5,Advanced3,Qabaar Redfist
69,SD,129020,1,Monk,Wizard,plains,1,0,1,5,END,END,14,gardening,,light,2.00,2.00,0.707,Basic8,Basic7,Basic4,Basic4,Pizophil Rúnláne
69,SD,265180,1,Wizard,Pirate,forest,1,2000,4,5,STR,END,13,gardening,,lightning,4.10,4.10,0.704,Basic4,Basic5,Basic2,Basic4,Liayra Deepfang
69,SD,264738,0,Paladin,Priest,desert,1,1896,3,2,WIS,AGI,13,foraging,,water,1.30,1.30,0.673,Basic1,Basic8,Basic8,Basic1,Walrath Darkcreek
69,SD,41768,1,Pirate,Archer,mountains,1,0,1,5,END,AGI,11,gardening,,lightning,2.25,2.25,0.775,Basic6,Basic1,Basic8,Basic2,Boabaya Sternbreeze
69,SD,117984,1,Wizard,Warrior,arctic,4,1577,3,4,DEX,STR,17,mining,,earth,7.46,1.86,0.654,Basic5,Basic4,Basic2,Basic2,Hartar Emerazilla
69,SD,224970,1,DarkKnight,Warrior,plains,2,312,3,0,END,END,14,fishing,,light,3.99,2.00,0.986,Basic5,Basic3,Basic5,Basic2,Theodfast Farfist
69,SD,232603,0,Seer,Seer,island,2,627,2,5,LCK,END,16,foraging,,light,3.42,1.71,0.589,Basic2,Basic4,Basic8,Basic5,Ampyse Brackwell
69,SD,247814,1,Priest,Berserker,arctic,1,0,2,5,AGI,END,13,gardening,,light,1.50,1.50,0.682,Basic7,Basic6,Basic7,Basic8,Tarwulf Ironcaller
69,SD,237177,1,Monk,Archer,plains,1,1923,2,5,WIS,END,11,fishing,,fire,2.20,2.20,0.754,Basic4,Basic5,Basic8,Basic3,Das Shadestriker
69,SD,252069,2,Pirate,Knight,forest,1,880,4,5,INT,STR,12,gardening,,dark,2.40,2.40,1.003,Basic8,Basic5,Basic6,Basic3,Tarvar Humbleshout
69,SD,196336,0,Warrior,Thief,desert,5,4003,3,6,END,END,21,gardening,,ice,6.53,1.31,0.573,Advanced2,Basic7,Basic2,Basic3,Daddoth Willowrunner
69,SD,231292,2,Pirate,Pirate,arctic,1,2000,4,6,END,END,13,gardening,,lightning,2.70,2.70,1.002,Basic4,Basic2,Basic4,Basic2,Munlis Wildcaller
69,SD,261894,0,Warrior,Warrior,desert,1,1430,3,1,WIS,END,11,mining,,water,0.40,0.40,0.643,Basic5,Basic8,Basic5,Basic1,Gregdic Y'rhotcheh
69,SD,262147,1,Monk,Archer,plains,1,2000,1,5,END,AGI,11,fishing,,fire,1.65,1.65,0.757,Basic5,Basic5,Basic1,Basic2,Verey Snowbearer
69,SD,265234,2,Warrior,Pirate,city,1,2000,2,5,INT,AGI,12,gardening,,lightning,2.05,2.05,0.996,Basic1,Basic8,Basic7,Basic8,Morgelyn Fourblight
69,SD,246394,1,Archer,Wizard,desert,2,2100,3,2,STR,STR,14,gardening,,fire,3.52,1.76,0.692,Advanced1,Basic5,Basic3,Advanced2,Horton Bronzegust
69,SD,265599,0,Pirate,Priest,desert,1,2000,3,6,END,STR,12,mining,,water,1.30,1.30,0.484,Basic7,Basic3,Basic5,Basic2,Kalosyne Etherra
69,SD,186822,1,Knight,Archer,plains,4,514,2,3,WIS,INT,15,gardening,,wind,7.47,1.87,0.751,Basic2,Basic3,Basic4,Basic6,Amathania Infergar
69,SD,213635,1,Monk,Warrior,island,4,2201,1,3,DEX,STR,15,fishing,,earth,9.06,2.27,0.779,Basic1,Basic6,Basic1,Basic2,Theodkald Fogflame
69,SD,175457,0,Pirate,Wizard,mountains,5,2086,3,6,AGI,END,15,gardening,,earth,7.70,1.54,0.467,Basic3,Basic6,Basic1,Basic8,Octavia Gargangora
69.2,SD,214758,0,Knight,Pirate,forest,2,1102,2,3,LCK,LCK,13,mining,,ice,1.66,0.83,0.582,Basic1,Basic8,Basic6,Basic5,Redran Horseblood
69.5,SD,263810,1,Ninja,Priest,mountains,1,1804,4,1,END,AGI,15,mining,,light,1.90,1.90,0.920,Basic1,Basic8,Basic2,Basic8,Uzeqirax Oakenshield
69.69,SD,240550,0,Knight,DarkKnight,mountains,1,2000,5,3,END,LCK,13,fishing,,wind,1.50,1.50,0.625,Basic5,Basic1,Basic7,Basic7,Drumremal Cannitori
69.99,SD,105722,0,Wizard,Wizard,swamp,2,1416,4,0,LCK,STR,14,fishing,,water,3.32,1.66,0.588,Basic8,Basic8,Basic5,Basic6,Ufeon Roughglide
70,SD,261201,0,Summoner,Priest,mountains,1,2000,4,2,DEX,WIS,15,mining,,light,0.90,0.90,0.760,Basic3,Basic5,Basic5,Basic4,Rullestiel Ironspark
70,SD,243583,0,Priest,Archer,island,1,1580,2,5,VIT,END,13,mining,,dark,1.00,1.00,0.500,Basic2,Basic6,Basic4,Basic7,Úimhin Enghi
70,SD,224398,1,Warrior,Thief,swamp,1,2000,2,0,AGI,DEX,11,mining,,dark,2.15,2.15,0.768,Basic6,Basic8,Basic4,Basic3,Droldidoc Titanstrike
70,SD,193833,0,Wizard,Thief,swamp,3,3116,2,4,STR,LCK,18,mining,,light,6.64,2.21,0.544,Basic4,Basic3,Basic1,Basic2,Iria Winterwanderer
70,SD,247053,0,Priest,Thief,desert,1,720,2,6,LCK,DEX,13,fishing,,wind,0.80,0.80,0.479,Basic8,Basic7,Basic7,Basic5,Sadint Brushrush
70,SD,154209,1,Archer,Priest,desert,1,2000,2,8,END,INT,12,gardening,,dark,2.15,2.15,0.688,Basic2,Basic6,Basic8,Basic3,Osterion Nethdragon
70,SD,265404,1,Thief,Knight,arctic,1,1840,3,0,INT,DEX,12,fishing,,fire,1.55,1.55,0.753,Basic1,Basic1,Basic6,Basic7,Washakr Pridepike
70,SD,241020,0,Knight,Wizard,plains,1,2000,3,4,WIS,AGI,10,mining,,dark,0.50,0.50,0.478,Basic6,Basic7,Basic2,Basic5,Igezrual Greatbrow
70,SD,265849,2,Priest,Wizard,plains,1,1895,3,1,VIT,END,13,mining,,dark,3.00,3.00,0.999,Basic1,Basic8,Basic4,Basic1,Elisa Brushforce
70,SD,250304,1,Thief,Knight,forest,1,1250,2,1,WIS,WIS,13,mining,,ice,1.90,1.90,0.741,Advanced3,Basic4,Basic4,Basic4,Eviche Brownwander
70,SD,222502,0,Seer,Wizard,swamp,1,2000,3,7,VIT,LCK,13,fishing,,fire,1.00,1.00,0.581,Basic4,Basic2,Basic4,Basic5,Cleo Cryoran
70,SD,237794,0,Pirate,Paladin,island,1,1682,4,2,LCK,END,14,foraging,,light,1.65,1.65,0.619,Basic3,Basic1,Basic3,Basic3,Fridtaric Griegami
70,SD,156693,0,Monk,Knight,mountains,1,1502,2,4,INT,WIS,13,foraging,,lightning,1.50,1.50,0.591,Basic7,Basic8,Basic7,Basic8,Nedali Snowrun
70,SD,247617,2,Seer,Monk,plains,1,0,3,5,DEX,END,13,gardening,,light,2.30,2.30,0.916,Basic6,Basic5,Basic8,Basic3,Bolton Lunaguard
70,SD,251194,0,Pirate,Warrior,desert,1,290,2,9,VIT,LCK,13,mining,,lightning,1.20,1.20,0.604,Basic3,Basic3,Basic8,Basic3,Phaedrene Ironcaller
70,SD,249904,1,Wizard,Monk,city,1,1700,2,5,WIS,STR,15,gardening,,earth,2.30,2.30,0.692,Basic1,Basic7,Basic6,Basic7,Maegolis Mistsong
70,SD,265286,0,DarkKnight,Priest,mountains,1,2000,5,1,END,INT,15,gardening,,light,2.05,2.05,0.678,Basic7,Basic5,Basic3,Basic6,Gianna Parsin
70,SD,232873,1,Priest,Priest,plains,1,2000,2,6,VIT,AGI,14,mining,,fire,2.80,2.80,0.784,Basic5,Basic6,Basic8,Basic1,Varsilt Elugauros
70,SD,201741,0,Warrior,Monk,forest,1,2000,2,1,STR,LCK,14,mining,,water,1.50,1.50,0.574,Basic3,Basic2,Basic3,Basic2,Raesrunon Winterkeep
70,SD,259333,2,Wizard,Archer,swamp,1,2000,4,4,DEX,END,12,gardening,,dark,2.10,2.10,0.889,Basic7,Basic8,Basic7,Basic2,Ezrollial Saurash
70,SD,60764,0,Thief,Wizard,swamp,3,1340,3,7,END,END,14,gardening,,water,4.79,1.60,0.483,Basic2,Basic1,Advanced1,Basic5,Xugast Rowan
70,SD,256200,0,Archer,Wizard,forest,1,2000,2,5,INT,STR,12,gardening,,fire,0.80,0.80,0.492,Basic2,Basic3,Basic3,Basic8,Joceline Brurola
70,SD,197193,0,Paladin,Wizard,island,2,515,4,0,END,AGI,14,foraging,,wind,3.13,1.56,0.658,Advanced2,Basic6,Basic5,Basic4,Alina Birchfader
70,SD,186565,1,Warrior,Archer,plains,1,2000,1,1,VIT,DEX,12,mining,,wind,1.70,1.70,0.801,Basic8,Basic7,Basic7,Basic6,Agdhor Crimtalak
70,SD,249714,1,Knight,Seer,island,1,41,4,4,VIT,LCK,14,mining,,ice,2.50,2.50,0.680,Basic6,Basic6,Basic5,Basic2,Haniel Storzilla
70,SD,238274,0,Warrior,Monk,swamp,1,2000,3,2,AGI,AGI,13,mining,,water,1.00,1.00,0.592,Basic8,Basic6,Basic3,Basic7,Hamomril Bronzestream
70,SD,265482,0,Berserker,Knight,arctic,1,2000,4,3,END,INT,14,mining,,ice,1.20,1.20,0.588,Basic2,Basic6,Basic7,Basic8,Ceron Kannor
70,SD,265101,1,Summoner,Seer,desert,1,2000,4,1,DEX,INT,18,mining,,lightning,2.20,2.20,1.018,Basic6,Basic6,Basic3,Basic1,Galdhor Apperford
70,SD,187453,0,Knight,Archer,mountains,3,3430,4,4,LCK,AGI,13,foraging,,fire,4.91,1.64,0.566,Basic8,Basic3,Basic1,Advanced4,Nillo Saurash
70,SD,262539,1,Knight,Wizard,plains,1,860,2,5,LCK,VIT,13,gardening,,water,1.65,1.65,0.696,Basic8,Basic3,Basic1,Basic3,Kyle Grasssleep
70,SD,253950,0,Seer,Seer,city,1,2000,3,3,LCK,LCK,16,foraging,,earth,2.10,2.10,0.608,Basic8,Basic1,Advanced3,Basic6,Sachael Cortori
70,SD,263071,0,Priest,Pirate,city,1,2000,3,5,INT,DEX,13,foraging,,water,1.40,1.40,0.460,Advanced1,Advanced4,Basic5,Basic4,Honral Glowbelly
70,SD,110550,0,Knight,Priest,mountains,1,0,1,5,INT,END,13,foraging,,dark,0.40,0.40,0.510,Basic6,Basic1,Basic6,Basic5,Yundufius Monrus
70,SD,253053,0,Wizard,Priest,forest,2,1880,2,7,AGI,INT,18,fishing,,dark,3.52,1.76,0.611,Basic7,Basic2,Basic8,Basic3,Gesa P'lholih
70,SD,11895,1,Wizard,Knight,arctic,1,354,2,5,STR,DEX,13,gardening,,earth,1.70,1.70,0.669,Basic5,Basic3,Advanced2,Basic4,Vhassoyor Phanlios
70,SD,3038,0,Thief,Monk,island,1,465,1,3,AGI,WIS,13,gardening,,ice,1.40,1.40,0.567,Basic6,Basic2,Basic3,Basic3,Lel Frozenbeam
70,SD,88355,0,Knight,Warrior,island,1,0,2,4,WIS,DEX,10,gardening,,light,0.50,0.50,0.614,Basic5,Basic2,Basic7,Basic2,Telephione Marshshard
70,SD,265311,0,Summoner,Warrior,desert,1,2000,4,2,VIT,DEX,14,gardening,,water,1.00,1.00,0.612,Basic5,Basic8,Advanced1,Basic3,Orifiel Staedmon
70,SD,203348,0,Seer,Thief,swamp,1,680,2,7,WIS,AGI,16,mining,,water,1.60,1.60,0.501,Basic5,Basic3,Basic7,Basic2,Cis Stoutspell
70,SD,264987,1,DarkKnight,Wizard,city,1,2000,4,2,VIT,INT,14,gardening,,light,2.45,2.45,0.938,Basic7,Basic5,Basic5,Basic5,Solvarr Yewrest
70,SD,264755,0,Monk,DarkKnight,mountains,1,1765,2,5,AGI,AGI,14,fishing,,wind,1.20,1.20,0.607,Basic2,Basic4,Basic1,Basic3,Xilthyra Graymourn
70,SD,197316,0,Archer,Summoner,plains,3,3846,3,4,DEX,LCK,18,mining,,earth,5.88,1.96,0.554,Basic8,Basic7,Basic1,Basic5,Gluthgeir Goldrock
70,SD,30940,0,Pirate,Pirate,mountains,1,1985,5,4,LCK,STR,13,gardening,,ice,1.10,1.10,0.608,Basic8,Basic4,Basic3,Basic7,Lorrot Keenwound
70,SD,261649,2,Knight,Seer,city,1,2000,4,2,INT,LCK,11,fishing,,water,2.60,2.60,0.880,Basic5,Basic6,Basic8,Basic8,Dumah Rockmangle
70,SD,254425,0,Priest,Seer,swamp,1,2000,2,3,INT,STR,13,gardening,,earth,1.40,1.40,0.573,Basic6,Basic7,Basic8,Basic5,Sigmund Rapidcrest
70,SD,172065,0,Wizard,Archer,desert,5,4245,4,2,VIT,AGI,19,mining,,dark,12.08,2.42,0.523,Basic6,Basic3,Basic3,Basic8,Saanas Proudgust
70,SD,257318,2,Priest,Pirate,mountains,1,2000,5,0,VIT,INT,14,mining,,ice,2.90,2.90,0.884,Basic6,Basic8,Basic4,Basic4,Melanie Laurelscorn
70,SD,247328,1,Ninja,Wizard,swamp,1,2000,3,0,VIT,VIT,13,gardening,,water,1.90,1.90,0.899,Basic5,Basic7,Basic3,Advanced3,Aislinn Thornprowler
70,SD,234963,0,Monk,Archer,desert,1,2000,4,1,DEX,END,12,gardening,,lightning,2.40,2.40,0.554,Basic4,Basic1,Basic4,Basic3,Brand Voidsplitter
70,SD,258442,1,Archer,Pirate,desert,1,1240,1,4,STR,STR,13,mining,,ice,3.20,3.20,0.777,Basic2,Basic3,Basic4,Basic1,Ogakron Runeheart
70,SD,251944,0,Seer,Priest,swamp,1,1860,2,9,LCK,STR,13,mining,,earth,0.70,0.70,0.573,Basic5,Basic6,Basic1,Basic4,Nebula Cannitori
70,SD,186957,0,Knight,Priest,plains,1,1925,1,1,VIT,LCK,13,mining,,lightning,1.50,1.50,0.486,Basic5,Basic5,Basic7,Basic7,Ubhái Hawkfire
70,SD,259064,1,Priest,Archer,island,1,683,3,7,LCK,STR,13,foraging,,water,2.70,2.70,0.682,Basic5,Basic3,Basic5,Basic7,Paton Scarmajin
70,SD,218343,0,Wizard,Seer,swamp,1,2000,2,8,STR,VIT,12,mining,,light,0.60,0.60,0.590,Basic4,Basic6,Basic7,Basic5,Gunnarr Lionshadow
70,SD,249148,0,Monk,Summoner,plains,2,1654,3,2,LCK,DEX,13,mining,,light,5.96,2.98,0.579,Basic1,Basic2,Basic3,Basic2,Trislana Wheatfeather
70,SD,215305,1,Paladin,Monk,mountains,2,2909,3,0,STR,END,15,fishing,,water,3.78,1.89,0.989,Basic6,Basic2,Basic6,Basic7,Gypsum Screeros
70,SD,243545,0,DarkKnight,Knight,forest,1,985,1,0,INT,END,14,gardening,,water,2.30,2.30,0.732,Basic2,Basic3,Basic3,Advanced3,Vaddant Aurah
70,SD,223080,0,Warrior,Wizard,mountains,1,2000,1,1,INT,VIT,13,mining,,ice,1.90,1.90,0.490,Basic5,Basic5,Basic3,Basic7,Riflyn Truebeam
70,SD,204905,0,Ninja,Archer,mountains,3,4000,1,0,END,LCK,15,mining,,water,6.62,2.21,0.753,Basic5,Basic1,Basic6,Basic1,Garlol Oakentwister
70,SD,238743,0,Pirate,Archer,mountains,3,3342,3,3,LCK,LCK,20,mining,,lightning,5.00,1.67,0.577,Basic1,Basic2,Basic2,Basic6,Orlerah Hillhelm
70,SD,44145,2,Knight,Wizard,city,3,4000,2,2,DEX,WIS,14,gardening,,fire,5.61,1.87,0.866,Basic8,Basic3,Basic4,Basic5,Zen Nethercutter
70,SD,264546,0,DarkKnight,Knight,city,1,2000,5,0,WIS,STR,17,fishing,,light,0.70,0.70,0.749,Basic6,Basic6,Basic5,Basic7,Theodfast Boneglide
70,SD,12691,0,Wizard,Thief,plains,1,1362,4,3,END,END,12,fishing,,dark,1.00,1.00,0.486,Basic1,Basic6,Basic7,Basic4,Strajamar Lightningforge
70,SD,185458,0,Wizard,Archer,island,1,2000,2,0,STR,AGI,12,gardening,,earth,0.60,0.60,0.483,Basic7,Basic3,Basic7,Basic1,Theodkald Boulderwatcher
70,SD,236393,0,Priest,Thief,mountains,1,2000,4,2,VIT,INT,13,mining,,fire,1.70,1.70,0.503,Basic1,Basic7,Basic4,Basic4,Ingeborg Brightsky
70,SD,75192,1,Archer,Knight,forest,2,1274,4,4,END,WIS,13,gardening,,wind,2.61,1.30,0.754,Basic2,Basic3,Basic3,Basic3,Sebrulgius Rockroar
70,SD,193089,1,Berserker,Priest,island,1,1037,2,6,INT,VIT,14,gardening,,water,1.00,1.00,0.685,Basic4,Basic4,Basic7,Basic8,Éadgrim Highsword
70,SD,215800,0,Warrior,Thief,arctic,1,2000,1,1,AGI,END,12,mining,,lightning,2.40,2.40,0.573,Basic3,Basic8,Basic2,Basic1,Norwyn Silvertrapper
70,SD,174069,0,Archer,Warrior,swamp,4,1982,2,8,WIS,VIT,15,gardening,,fire,5.49,1.37,0.602,Basic8,Basic4,Basic5,Basic7,Blóng Evendrifter
70.5,SD,247396,0,Seer,Monk,forest,2,2608,2,6,AGI,VIT,16,gardening,,water,5.07,2.54,0.556,Basic2,Advanced3,Basic8,Basic3,Elin Dirgeblight
70.95,SD,249028,2,Wizard,Monk,mountains,2,484,2,4,VIT,END,16,fishing,,lightning,5.42,2.71,0.904,Basic8,Basic4,Basic8,Basic4,Sisoh Boggs
71,SD,138945,0,Monk,Wizard,desert,5,3998,2,6,INT,INT,17,gardening,,light,4.52,0.90,0.489,Basic5,Basic8,Basic7,Basic7,Baerratis Bonetrapper
71,SD,129018,1,Monk,Knight,swamp,1,1860,1,5,VIT,INT,11,gardening,,dark,2.05,2.05,0.756,Basic3,Basic1,Basic6,Advanced3,Lasthiala Woodbooster
71,SD,234725,0,Warrior,Priest,mountains,1,2000,4,4,DEX,END,11,foraging,,light,1.40,1.40,0.502,Basic4,Basic4,Basic2,Basic1,Vohamanah Mirthcrag
71,SD,232721,0,Knight,Monk,island,1,0,2,1,VIT,STR,13,mining,,wind,1.50,1.50,0.583,Basic4,Basic6,Basic7,Basic3,Déorbrand Cratershield
71,SD,93395,0,Knight,Wizard,mountains,5,4288,2,2,VIT,AGI,17,gardening,,ice,9.87,1.97,0.478,Basic4,Basic8,Basic5,Basic6,Darnhame Ironspark
71,SD,256888,2,Pirate,Monk,plains,1,2000,4,1,STR,DEX,12,gardening,,ice,5.25,5.25,1.011,Basic6,Basic1,Basic6,Advanced4,Ogrixar Shadowhunter
71.3,SD,227860,0,Shapeshifter,Pirate,island,1,402,2,1,INT,LCK,11,mining,,fire,0.50,0.50,0.844,Basic6,Basic6,Basic4,Basic5,Phrixa J'mhhuk
71.4,SD,242636,2,Monk,Wizard,swamp,2,2082,7,0,END,LCK,12,gardening,,ice,6.00,3.00,0.892,Basic3,Basic7,Basic1,Basic4,Bannor Rapidsnout
71.6,SD,262943,0,Knight,Pirate,island,1,2000,2,4,WIS,AGI,10,mining,,ice,0.50,0.50,0.588,Basic6,Advanced2,Basic6,Basic7,Galus Grisrus
72,SD,256282,2,Pirate,Thief,plains,1,2000,6,0,INT,END,13,gardening,,water,3.40,3.40,0.985,Basic3,Advanced2,Basic5,Basic1,Iranelar Brownrun
72,SD,265719,0,Warrior,Wizard,plains,1,2000,3,7,LCK,STR,14,foraging,,lightning,0.40,0.40,0.496,Basic2,Basic2,Basic8,Basic6,Soweguen Rageshout
72,SD,233573,0,Warrior,Wizard,arctic,1,2000,2,2,VIT,END,12,mining,,earth,1.30,1.30,0.490,Basic3,Basic5,Basic2,Basic8,Ottaric Somda
72,SD,178894,1,Knight,Warrior,plains,3,3925,2,6,VIT,INT,17,gardening,,ice,5.61,1.87,0.793,Basic2,Basic7,Basic5,Basic8,Osterion Fogmind
72,SD,252008,0,Paladin,Knight,desert,1,1553,3,2,DEX,AGI,10,foraging,,lightning,0.80,0.80,0.738,Basic1,Basic6,Basic6,Basic2,Rolph Gorepelt
72,SD,261426,1,Pirate,Pirate,arctic,1,1789,3,3,WIS,END,10,fishing,,ice,1.50,1.50,0.802,Advanced1,Basic2,Basic1,Basic6,Irin Stormriver
72,SD,256620,0,Seer,Monk,swamp,1,0,2,8,VIT,LCK,13,gardening,,earth,1.00,1.00,0.507,Basic6,Basic3,Basic2,Advanced3,Melcen Deòchéimthunn
72,SD,204104,0,Knight,Priest,swamp,1,0,1,5,DEX,END,13,fishing,,light,2.15,2.15,0.510,Basic1,Basic2,Basic1,Basic3,Ipomea Woodsnow
72,SD,92591,0,Priest,Pirate,forest,5,2943,1,4,END,LCK,17,gardening,,wind,7.14,1.43,0.466,Basic1,Basic8,Basic5,Basic2,Tryphitheme Ashblade
72,SD,87203,0,Priest,Warrior,swamp,5,479,2,2,DEX,WIS,21,gardening,,light,7.44,1.49,0.495,Basic8,Basic6,Basic1,Basic7,Shanice Spirittoe
72,SD,236079,0,Knight,Archer,swamp,1,2000,1,2,WIS,INT,11,mining,,fire,1.95,1.95,0.551,Basic5,Basic4,Basic4,Basic4,Beighistrúinn Bonetrapper
72,SD,241605,0,Pirate,Warrior,desert,1,2000,2,4,STR,WIS,13,mining,,fire,2.10,2.10,0.583,Basic7,Basic5,Basic8,Basic3,Olothoe Cliffaxe
72,SD,256358,0,Monk,Pirate,city,2,2050,4,4,AGI,END,12,mining,,ice,4.25,2.13,0.562,Basic1,Advanced4,Advanced4,Basic8,Éorl Shermer
72,SD,227721,1,Warrior,Monk,city,1,1925,1,1,LCK,DEX,11,mining,,wind,1.95,1.95,0.796,Basic5,Basic1,Basic2,Basic7,Aikomela Staltori
72.83,SD,254938,2,Warrior,Thief,forest,1,0,5,0,STR,END,18,foraging,,earth,6.55,6.55,1.018,Basic6,Advanced4,Basic7,Basic2,Gregdoc Goldrock
73,SD,234508,0,Paladin,DarkKnight,desert,3,1738,2,0,DEX,INT,13,foraging,,earth,3.50,1.17,0.786,Basic8,Basic8,Advanced2,Basic5,Angela Boggs
73,SD,242324,1,Warrior,Thief,island,1,312,2,3,LCK,DEX,14,fishing,,earth,2.05,2.05,0.784,Basic1,Basic5,Basic6,Basic3,Amarhamna Ethernula
73,SD,125637,0,Summoner,Monk,forest,6,6181,2,0,LCK,DEX,20,mining,,light,11.60,1.93,0.652,Basic3,Basic8,Basic7,Basic3,Weldon Chaseman
73,SD,255040,2,Thief,Knight,island,1,2000,2,1,WIS,WIS,13,gardening,,ice,3.15,3.15,0.941,Basic3,Basic6,Basic7,Basic4,Marlowe Traever
73,SD,137345,1,Monk,Knight,arctic,5,3093,1,4,DEX,STR,16,gardening,,fire,8.77,1.75,0.777,Basic1,Basic8,Basic8,Basic6,Markald Clansky
73,SD,172525,0,Wizard,Archer,mountains,6,1336,3,5,LCK,VIT,19,mining,,water,10.40,1.73,0.513,Basic8,Basic2,Basic6,Basic6,Vhasserris Sagesprinter
73,SD,243626,2,Monk,Berserker,mountains,1,1335,2,3,LCK,STR,11,gardening,,dark,2.20,2.20,0.976,Basic2,Basic5,Basic5,Advanced3,Irnyr Pinedreamer
73.2,SD,265465,0,Archer,Priest,plains,1,1899,4,6,STR,DEX,15,foraging,,earth,1.10,1.10,0.512,Basic2,Basic7,Basic8,Basic1,Vulkald Webber
73.57,SD,259737,2,Warrior,Summoner,mountains,1,403,4,2,VIT,WIS,13,fishing,,dark,3.40,3.40,0.920,Basic6,Basic5,Basic6,Basic8,Xukron Stygira
73.8,SD,256229,0,Ninja,Berserker,desert,1,707,3,1,END,AGI,15,mining,,light,1.30,1.30,0.716,Basic2,Basic6,Basic5,Basic6,Léod Willowbraid
74,SD,239530,2,Thief,Monk,arctic,1,1222,1,4,INT,INT,13,gardening,,dark,2.30,2.30,0.930,Basic3,Basic1,Basic6,Basic2,Erius Lionlance
74,SD,252799,2,Archer,Warrior,forest,1,2000,2,4,INT,LCK,13,gardening,,lightning,2.90,2.90,0.976,Basic3,Basic5,Advanced1,Basic6,Sybil Havenwhisper
