https://dfkanalytics.vercel.app/hero

Cost,Realm,Id,Rarity,Class,Subclass,Background,Lvl,XP To Level,Gen,Sum,SB1,SB2,Train Stat,Profession,PJ,Element,Class Score,CScore/Level,Growth Score,Active1,Active2,Passive1,Passive2,Name
55,CV,254023,0,Warrior,Priest,city,1,1563,2,3,LCK,WIS,11,mining,,dark,0.40,0.40,0.474,Basic2,Basic6,Basic4,Basic5,Pheladia Watertrack
55,CV,251177,0,Berserker,Wizard,plains,2,2112,2,3,VIT,STR,19,mining,,ice,2.58,1.29,0.484,Basic7,Basic5,Basic3,Basic4,Throtfast Sharpcrusher
56,CV,263744,1,Knight,Priest,swamp,1,2000,2,1,VIT,END,14,mining,,fire,2.95,2.95,0.710,Basic1,Basic5,Basic1,Basic2,Arlolin Grizzlybane
56,CV,255974,0,Knight,Wizard,city,1,0,2,9,LCK,VIT,13,foraging,,wind,0.70,0.70,0.496,Basic1,Basic7,Basic3,Basic2,Balulf Celtigar
57,CV,256767,0,Priest,Archer,forest,1,820,3,3,LCK,DEX,15,gardening,,fire,2.40,2.40,0.482,Basic2,Basic3,Basic2,Basic6,Hadramiel Wyverncaller
57,CV,253977,0,Archer,Knight,arctic,1,271,1,5,WIS,AGI,13,foraging,,ice,1.80,1.80,0.569,Basic8,Basic6,Basic8,Advanced4,Tucker Snowrun
57.99,CV,244162,0,Priest,Wizard,mountains,2,1889,2,5,DEX,AGI,14,mining,,wind,2.66,1.33,0.587,Basic1,Basic4,Basic3,Basic8,Anemonella Nosechewer
57.99,CV,245879,0,Knight,Wizard,mountains,2,2813,2,5,AGI,VIT,15,gardening,,dark,3.26,1.63,0.496,Basic4,Basic8,Basic8,Basic3,Arnvar Ridgereign
58,CV,264961,1,Thief,Wizard,desert,1,2000,2,5,WIS,AGI,13,foraging,,light,1.60,1.60,0.698,Basic3,Basic2,Basic4,Basic7,Daerora Chaffton
58,CV,1000000000862,1,Warrior,Wizard,island,1,1820,4,4,INT,END,12,gardening,,fire,2.00,2.00,0.683,Basic3,Basic1,Advanced1,Basic4,Tarhame Swiftreaper
59,CV,258129,1,Monk,Monk,plains,1,811,3,2,VIT,VIT,14,fishing,,lightning,2.70,2.70,0.772,Basic7,Basic2,Basic8,Basic6,Sophosyne Fourfallow
59,CV,264800,1,Pirate,Pirate,arctic,1,1706,3,5,INT,AGI,11,fishing,,lightning,1.45,1.45,0.799,Basic1,Basic6,Basic6,Basic5,Holahana Phannulon
59,CV,264070,1,Thief,Seer,island,1,1580,2,6,AGI,DEX,14,foraging,,lightning,2.55,2.55,0.701,Basic8,Basic6,Basic2,Basic5,Beorngils Brightforce
60,CV,245468,0,Priest,Warrior,island,1,2000,2,7,AGI,VIT,13,mining,,fire,0.80,0.80,0.477,Basic1,Basic5,Basic2,Basic5,Rosh Britul
60,CV,260293,0,Ninja,Knight,arctic,1,1482,3,0,END,INT,12,foraging,,ice,0.80,0.80,0.671,Basic8,Basic3,Basic6,Basic6,Taite Earthengroomer
60,CV,230317,0,Archer,Thief,swamp,2,2731,1,5,STR,VIT,15,gardening,,fire,4.27,2.13,0.545,Basic2,Advanced4,Basic1,Basic1,Lowereth Elulus
60,CV,260285,0,Archer,Archer,desert,1,893,3,4,END,LCK,12,fishing,,ice,1.20,1.20,0.570,Basic7,Basic6,Basic4,Basic4,Charity Marshtalon
60,CV,261188,0,Monk,Pirate,arctic,1,2000,4,3,LCK,END,11,mining,,water,0.60,0.60,0.562,Advanced1,Basic7,Basic7,Basic1,Throtthorn Orbdane
60,CV,266204,0,Pirate,DarkKnight,desert,1,1916,3,4,DEX,VIT,12,fishing,,water,2.80,2.80,0.636,Basic3,Basic1,Basic7,Basic3,Rhea Fullleaf
60,CV,259847,0,Paladin,Pirate,mountains,1,1674,4,3,INT,STR,17,foraging,,ice,3.80,3.80,0.798,Basic3,Basic2,Basic2,Basic5,Westbrook O'xin
60,CV,245999,0,Seer,DarkKnight,swamp,1,253,3,4,END,DEX,13,gardening,,wind,1.00,1.00,0.563,Basic6,Basic8,Basic4,Basic4,Adriata Redblight
60,CV,242933,0,Berserker,Monk,forest,1,2000,2,5,DEX,INT,14,gardening,,light,1.20,1.20,0.552,Basic8,Advanced1,Basic7,Basic6,Gregdic Aqugami
60,CV,244901,0,Shapeshifter,Pirate,plains,2,2415,2,0,AGI,AGI,19,gardening,,earth,3.46,1.73,0.872,Basic8,Basic8,Basic3,Basic1,Wuldas Oakenherald
60,CV,260164,1,Monk,Monk,plains,1,1551,2,7,AGI,WIS,11,fishing,,lightning,2.10,2.10,0.766,Basic1,Basic2,Basic6,Basic3,Ruanul Mossrise
60,CV,257399,1,Thief,Paladin,forest,1,1797,3,2,WIS,WIS,13,mining,,water,1.85,1.85,0.778,Advanced1,Basic3,Basic2,Basic6,Iwhere Evenleaf
60,CV,249489,0,Shapeshifter,Monk,desert,1,515,2,0,VIT,END,13,foraging,,water,3.90,3.90,0.915,Basic3,Basic5,Basic3,Advanced2,Havarr Mossbash
60,CV,255014,1,Wizard,Thief,swamp,1,1568,2,3,WIS,AGI,16,gardening,,wind,3.20,3.20,0.680,Basic6,Advanced3,Basic5,Basic2,Grernodoc Garner
60,CV,243722,0,Seer,Archer,desert,1,2000,2,7,STR,WIS,16,mining,,earth,0.60,0.60,0.510,Basic4,Basic6,Basic4,Basic7,Cathasach Hailmask
60,CV,260415,0,Archer,Warrior,forest,1,845,2,7,AGI,STR,12,fishing,,light,1.00,1.00,0.585,Basic8,Basic7,Basic4,Basic4,Teneret Prideseeker
60,CV,259681,0,Seer,Monk,desert,1,1925,3,2,AGI,END,13,gardening,,ice,1.10,1.10,0.516,Basic3,Basic8,Basic3,Advanced2,Zald Flamerage
60.99,CV,232570,0,Wizard,Warrior,mountains,3,3397,2,2,DEX,WIS,16,mining,,lightning,1.04,0.35,0.484,Basic2,Basic1,Basic3,Basic5,Cupcake Meòdh
62,CV,264547,1,Thief,Seer,plains,1,1557,3,3,LCK,INT,14,foraging,,water,3.05,3.05,0.683,Basic8,Advanced3,Basic2,Basic5,Thilin Farrowripper
62.99,CV,228540,1,Knight,Wizard,city,3,2074,3,6,WIS,INT,13,fishing,,ice,6.01,2.00,0.663,Basic5,Basic4,Basic4,Basic4,Mansfield Duskmaul
63,CV,261808,1,Monk,Seer,desert,1,671,2,9,AGI,END,11,foraging,,lightning,2.10,2.10,0.719,Basic3,Basic7,Basic4,Advanced4,Peltathil Cragbrook
63,CV,245749,0,Archer,Priest,island,1,1904,2,3,VIT,LCK,12,foraging,,lightning,1.00,1.00,0.488,Basic5,Basic7,Basic2,Basic3,Yulleon Brownmask
64,CV,255734,1,Thief,Pirate,mountains,1,0,1,5,END,END,13,gardening,,lightning,5.20,5.20,0.807,Basic7,Basic6,Advanced4,Basic6,Nina Yewrun
64,CV,244519,0,Monk,Paladin,mountains,1,2000,2,6,AGI,VIT,11,gardening,,light,1.20,1.20,0.629,Basic2,Basic7,Basic4,Basic5,Paeninar Shadowdraft
65,CV,262600,1,Wizard,Pirate,city,1,1790,2,3,DEX,AGI,13,gardening,,wind,2.20,2.20,0.658,Basic1,Basic8,Basic6,Basic8,Iofiel Darkbane
65,CV,257475,1,Wizard,Knight,swamp,1,1740,2,2,WIS,INT,16,gardening,,wind,3.20,3.20,0.699,Basic3,Basic7,Basic8,Basic3,Theminnual Rainswallow
65,CV,227205,1,Summoner,Berserker,plains,1,2000,2,1,AGI,INT,17,fishing,,fire,2.00,2.00,0.895,Basic4,Basic8,Basic3,Basic1,Ismale Twilightscar
65,CV,265977,0,DarkKnight,Ninja,plains,1,2000,5,0,VIT,STR,17,foraging,,lightning,1.50,1.50,0.758,Basic4,Basic7,Basic6,Basic5,Kenzie Cryocada
65,CV,262439,2,Monk,Wizard,plains,1,1790,2,5,AGI,INT,13,mining,,wind,2.95,2.95,0.889,Basic7,Basic1,Basic2,Basic3,Zoth C'rhaxa
65,CV,265133,0,Warrior,Pirate,desert,1,1696,2,9,END,WIS,12,foraging,,light,1.95,1.95,0.593,Basic6,Basic8,Basic2,Basic4,Agsanaoith Gloombane
65,CV,263095,1,Archer,Warrior,mountains,1,1477,3,4,END,WIS,12,foraging,,light,1.85,1.85,0.767,Basic8,Basic6,Basic1,Basic7,Oldond Stormshield
65,CV,248469,0,Priest,Thief,island,2,2103,3,5,WIS,LCK,17,foraging,,lightning,2.16,1.08,0.485,Basic1,Basic4,Advanced2,Basic1,Befubrel Sringer
66,CV,260694,0,Archer,Knight,mountains,1,336,2,9,WIS,STR,12,fishing,,water,2.50,2.50,0.612,Basic6,Basic8,Basic7,Basic2,Actelaia Spiritlance
69,CV,255527,0,Seer,Warrior,city,1,2000,2,4,END,STR,13,gardening,,wind,1.00,1.00,0.464,Basic5,Basic3,Basic2,Basic1,Mabelle Summerscream
69,CV,244707,0,Thief,Monk,desert,1,2000,2,7,INT,STR,10,gardening,,water,0.50,0.50,0.548,Advanced2,Basic1,Basic6,Basic4,Holdmod Woodmane
69,CV,245867,0,Berserker,Pirate,mountains,1,2000,2,6,INT,DEX,14,gardening,,water,0.40,0.40,0.605,Basic4,Basic3,Basic6,Basic2,Weller Primerugon
69.99,CV,254589,1,Summoner,Warrior,mountains,1,917,4,1,LCK,END,14,fishing,,water,1.65,1.65,0.872,Basic1,Basic1,Basic5,Basic2,Watkins Tallchewer
70,CV,243782,1,Warrior,Monk,swamp,1,2000,3,7,DEX,INT,11,fishing,,lightning,2.55,2.55,0.766,Basic8,Basic1,Basic1,Basic5,Aístosaí Demhloghír
70,CV,176648,0,Knight,Archer,swamp,1,1520,2,8,AGI,INT,10,gardening,,water,0.90,0.90,0.551,Basic8,Advanced1,Basic6,Basic2,Cassiel Stillbelly
70,CV,220983,1,Knight,Pirate,forest,2,2175,2,6,VIT,STR,16,gardening,,lightning,8.21,4.11,0.803,Basic3,Basic4,Basic5,Basic6,Ramag Thornprowler
70,CV,225595,0,Warrior,Archer,swamp,2,1881,1,5,DEX,LCK,12,gardening,,wind,3.28,1.64,0.579,Basic5,Basic3,Basic7,Basic6,Rhea Burrowvoice
70,CV,250239,0,Knight,Wizard,city,1,2000,2,9,VIT,AGI,13,mining,,ice,2.20,2.20,0.478,Basic3,Basic1,Basic4,Basic7,Farley Aspenroar
70,CV,225907,0,Knight,Thief,plains,2,3000,2,8,VIT,INT,14,gardening,,earth,3.25,1.63,0.532,Basic1,Basic8,Basic3,Basic2,Con Blazespirit
70,CV,234772,0,Pirate,Warrior,mountains,1,635,2,6,AGI,DEX,13,gardening,,water,1.70,1.70,0.613,Basic7,Basic6,Basic5,Basic3,Agaronia Havenwhisper
70,CV,213366,0,Warrior,Knight,forest,2,1555,1,5,VIT,INT,13,gardening,,dark,3.43,1.72,0.610,Basic2,Basic4,Basic7,Basic4,Zermorn Elfbreaker
70,CV,259291,0,Pirate,Berserker,island,1,130,2,9,AGI,WIS,10,foraging,,wind,1.00,1.00,0.581,Basic5,Basic8,Basic2,Basic7,Oxton Mossride
70,CV,266226,0,Archer,Monk,forest,1,2000,2,7,STR,DEX,15,gardening,,water,1.10,1.10,0.569,Basic4,Basic7,Basic1,Basic7,Dront Aurah
70,CV,208930,1,Knight,Priest,desert,2,1470,2,6,AGI,END,14,gardening,,fire,2.46,1.23,0.710,Basic3,Basic2,Basic1,Basic6,Brish Bruhara
70,CV,257660,1,Paladin,Wizard,swamp,1,568,4,2,DEX,AGI,11,foraging,,light,1.75,1.75,0.915,Basic7,Basic8,Basic7,Basic2,Ilrokron Snowwhisper
70,CV,225543,1,Warrior,Priest,forest,2,2400,2,9,VIT,STR,17,gardening,,lightning,5.73,2.87,0.700,Basic7,Basic1,Basic1,Basic8,Ront Hollowvoice
70.99,CV,255330,0,Pirate,Berserker,forest,1,1171,2,4,END,WIS,10,fishing,,lightning,1.10,1.10,0.581,Basic4,Basic4,Basic4,Basic4,Duth Elechara
70.99,CV,255359,0,Priest,Knight,arctic,1,1104,2,4,END,DEX,13,gardening,,ice,1.20,1.20,0.483,Basic2,Basic2,Basic4,Basic4,Alarise Cliffshard
72,CV,261153,2,Monk,Wizard,arctic,1,1712,2,6,AGI,AGI,15,mining,,wind,3.50,3.50,0.910,Basic2,Basic2,Basic8,Basic3,Sophonia Ravengem
72,CV,259307,0,Pirate,Wizard,plains,1,1000,2,8,STR,INT,12,fishing,,fire,1.40,1.40,0.446,Basic7,Basic3,Basic3,Basic3,Wibeke Stoutmourn
73.5,CV,253674,0,Pirate,Warrior,forest,2,1762,2,8,STR,STR,17,fishing,,water,2.72,1.36,0.613,Basic6,Basic1,Basic4,Basic3,Kathlene Icerest
75,CV,260828,1,Paladin,Archer,arctic,1,759,5,3,END,VIT,13,foraging,,light,2.75,2.75,0.957,Basic7,Basic8,Basic6,Basic7,Osagia Elfcloud
75,CV,257715,0,Paladin,Priest,desert,1,358,4,2,WIS,VIT,13,foraging,,fire,1.30,1.30,0.703,Basic1,Basic8,Basic1,Basic5,Valdbold Raintalon
75,CV,222924,0,Thief,Thief,swamp,3,0,1,2,VIT,DEX,17,foraging,,light,2.44,0.81,0.572,Basic7,Basic6,Basic5,Basic5,Arnkell Horsebranch
75,CV,264952,1,Pirate,Thief,desert,1,1707,3,7,DEX,STR,13,foraging,,ice,2.30,2.30,0.778,Advanced1,Basic6,Basic7,Basic1,Micah Moonbash
75,CV,265413,0,DarkKnight,Archer,forest,1,1810,3,1,LCK,DEX,14,fishing,,fire,0.70,0.70,0.702,Basic2,Basic4,Basic2,Basic3,Naererion Cherrane
75,CV,242347,0,DarkKnight,Priest,forest,1,1850,5,0,DEX,VIT,14,mining,,water,1.10,1.10,0.681,Basic5,Basic5,Basic6,Basic5,Timare Matrigora
75,CV,265292,2,Archer,Wizard,desert,1,1842,3,2,END,VIT,14,foraging,,ice,4.10,4.10,0.889,Basic5,Basic7,Advanced2,Basic5,Zuwyn Spirittoe
75,CV,258470,1,DarkKnight,Knight,desert,1,1330,3,0,AGI,STR,18,foraging,,fire,3.30,3.30,1.038,Basic8,Basic1,Basic3,Advanced3,Kateda Hazelhold
75,CV,250277,0,Paladin,Berserker,island,1,883,4,1,VIT,LCK,13,fishing,,lightning,1.60,1.60,0.720,Basic3,Basic1,Basic8,Basic4,Benny Starchanter
75,CV,242610,0,Pirate,Priest,city,1,0,2,9,DEX,VIT,12,fishing,,lightning,1.40,1.40,0.478,Basic8,Basic1,Basic2,Basic5,Irren Masterpunch
75,CV,235582,1,Warrior,Wizard,island,1,2000,4,3,LCK,DEX,15,mining,,light,4.25,4.25,0.746,Basic4,Basic5,Basic4,Basic1,Hotoris Honorblower
75,CV,255844,0,Dragoon,Monk,swamp,1,1460,3,0,VIT,WIS,12,gardening,,light,1.20,1.20,0.908,Basic6,Basic2,Basic5,Basic8,Endene Hydrabreath
75,CV,195462,1,Summoner,Pirate,arctic,1,335,1,2,LCK,AGI,14,gardening,,earth,2.55,2.55,0.867,Basic2,Basic6,Basic7,Basic4,Winston Crystalbluff
75,CV,166130,2,Archer,Wizard,swamp,5,2121,3,3,AGI,DEX,21,mining,,light,14.16,2.83,0.907,Advanced3,Basic4,Basic7,Basic1,Euphonia Venodius
75,CV,257859,1,Monk,Wizard,arctic,1,1402,1,4,STR,STR,15,mining,,fire,3.30,3.30,0.710,Basic1,Basic1,Basic8,Basic6,Cith Daybreeze
75,CV,260949,0,Summoner,Priest,city,1,1294,5,2,LCK,DEX,14,fishing,,wind,0.80,0.80,0.732,Basic4,Basic4,Advanced1,Basic3,Jalgrim Peakbinder
75,CV,261289,0,Wizard,Seer,desert,1,1830,4,2,WIS,LCK,15,gardening,,dark,1.60,1.60,0.584,Basic4,Basic3,Basic7,Basic3,Dawn Whitshield
77.99,CV,254633,0,Paladin,Archer,forest,1,1055,3,1,DEX,LCK,11,gardening,,water,1.60,1.60,0.672,Basic2,Basic4,Basic3,Basic1,Karael Peaceflayer
78,CV,258190,2,Wizard,Ninja,mountains,1,2000,3,4,WIS,STR,16,fishing,,ice,4.60,4.60,0.949,Basic8,Basic1,Basic1,Basic3,Ozahr Challinder
79,CV,223739,0,Berserker,Archer,forest,1,934,1,5,AGI,DEX,14,mining,,water,2.25,2.25,0.579,Basic3,Basic7,Basic6,Basic5,Hagley Fomh
80,CV,261819,0,Archer,Berserker,mountains,1,1101,2,8,LCK,STR,12,foraging,,light,0.80,0.80,0.576,Basic3,Basic5,Basic8,Basic4,Hollia Naolpastudh
80,CV,190926,2,Berserker,Thief,arctic,2,1771,3,5,LCK,WIS,16,foraging,,water,6.28,3.14,0.977,Basic3,Basic4,Basic2,Basic6,Winston Gloomlight
80,CV,246729,0,Warrior,Priest,arctic,1,2000,2,6,STR,DEX,14,mining,,wind,1.50,1.50,0.504,Basic4,Basic2,Basic8,Basic8,Aístosaí Hazelhold
80,CV,99626,0,Knight,Priest,desert,8,9003,2,1,DEX,WIS,20,foraging,,fire,12.19,1.52,0.480,Basic5,Basic1,Basic3,Basic4,Dynothoe Barleydrifter
80,CV,254638,1,Archer,Pirate,plains,1,2000,2,7,WIS,LCK,13,gardening,,earth,1.85,1.85,0.768,Basic8,Basic3,Basic8,Basic8,Éadgrim Hallowedtaker
80,CV,240779,0,Pirate,Warrior,island,2,89,3,7,END,AGI,15,fishing,,ice,5.47,2.73,0.657,Basic2,Advanced1,Basic4,Basic6,Dedhnóbhlell Obsitul
80,CV,262436,0,Archer,Wizard,desert,1,1126,2,8,WIS,END,12,foraging,,lightning,0.50,0.50,0.495,Basic6,Basic6,Basic8,Basic7,Redadoc Grieda
80,CV,230665,2,Thief,Berserker,island,2,1372,2,4,WIS,INT,11,foraging,,dark,4.54,2.27,0.948,Basic4,Basic3,Basic8,Basic1,Ornice Greendarter
80,CV,178882,0,Pirate,Warrior,arctic,1,1002,2,0,STR,STR,19,foraging,,dark,4.20,4.20,0.669,Basic5,Basic8,Basic5,Basic3,Ómóish Axehunter
83,CV,255897,2,Archer,Pirate,city,1,1321,2,3,INT,AGI,12,mining,,ice,2.75,2.75,0.974,Basic4,Basic1,Basic1,Basic5,Hippica Talltrap
83.99,CV,248877,2,Monk,Archer,city,1,136,2,6,END,WIS,11,fishing,,wind,2.85,2.85,0.951,Basic4,Advanced4,Basic4,Basic4,Oqihr Laughingwhirl
84,CV,242895,2,Thief,Monk,forest,1,1372,2,5,WIS,WIS,14,gardening,,dark,2.70,2.70,0.936,Basic3,Basic1,Basic5,Basic1,Carnelia Pyre
84,CV,218986,0,Monk,DarkKnight,island,3,915,2,9,VIT,STR,14,fishing,,lightning,4.01,1.34,0.607,Basic1,Basic5,Basic1,Basic4,Trephiar Farrowwood
85,CV,241359,0,Warrior,Monk,city,2,2772,1,2,AGI,WIS,17,mining,,wind,5.63,2.81,0.634,Basic1,Basic6,Basic5,Basic5,Dian Terravalor
85,CV,238456,2,Knight,Berserker,desert,1,1486,1,4,WIS,END,13,foraging,,wind,4.10,4.10,1.021,Basic6,Basic3,Basic8,Basic6,Jarngeir Highsword
85,CV,254124,1,Wizard,Monk,city,1,1031,1,3,DEX,INT,16,gardening,,earth,3.00,3.00,0.722,Basic8,Basic4,Basic6,Basic4,Irestra Flamerage
85,CV,247611,1,Berserker,Priest,plains,2,669,2,4,STR,DEX,18,fishing,,fire,3.03,1.51,0.682,Basic6,Basic3,Basic2,Basic8,Desirat Slynt
87.5,CV,258667,1,Berserker,Wizard,mountains,1,1850,2,5,WIS,STR,18,gardening,,fire,1.85,1.85,0.684,Basic5,Basic1,Basic5,Basic3,Mothdan Long
89,CV,177296,0,Knight,Thief,desert,2,2856,3,6,DEX,WIS,11,mining,,dark,1.96,0.98,0.535,Basic6,Basic1,Basic5,Basic4,Áimnongha Boulderlove
89,CV,262039,0,Ninja,Pirate,desert,1,2000,3,1,END,WIS,16,gardening,,dark,4.20,4.20,0.771,Basic4,Basic2,Basic7,Basic6,Thothulzion Smartorb
90,CV,102696,0,Priest,Monk,swamp,6,2868,1,3,INT,AGI,17,mining,,wind,9.20,1.53,0.505,Basic1,Basic8,Basic4,Basic8,Inior Stageye
90,CV,235453,1,Berserker,Pirate,swamp,1,1071,3,8,VIT,STR,18,foraging,,ice,2.50,2.50,0.817,Basic8,Basic5,Basic8,Basic6,Hempe Brushtwister
90,CV,170154,0,Pirate,Pirate,desert,6,3231,3,0,STR,LCK,20,fishing,,wind,8.03,1.34,0.602,Advanced3,Basic6,Basic1,Basic1,Adeline Grassbasher
90,CV,184400,1,Wizard,Thief,island,4,2074,4,4,STR,LCK,19,foraging,,fire,9.16,2.29,0.680,Basic2,Basic8,Basic4,Basic2,Marys Stargatherer
90,CV,254038,2,Priest,Monk,swamp,1,80,2,8,INT,WIS,16,fishing,,lightning,3.00,3.00,0.929,Basic2,Basic7,Basic1,Basic1,Steinda Skinner
90,CV,238735,0,DarkKnight,Monk,arctic,1,2000,4,4,STR,WIS,17,gardening,,water,1.70,1.70,0.677,Basic6,Basic7,Basic4,Basic1,Brertorn Palker
94,CV,186164,2,Archer,Pirate,arctic,1,1850,1,4,INT,VIT,13,gardening,,light,4.50,4.50,1.014,Basic4,Basic3,Basic2,Basic6,Vigfara Cryoran
95,CV,184629,1,Priest,Archer,city,4,4383,2,6,WIS,END,23,fishing,,wind,9.88,2.47,0.700,Basic3,Basic8,Basic1,Basic1,Denrorn Highroot
95,CV,262658,2,Thief,Knight,swamp,1,1802,3,4,VIT,LCK,14,gardening,,lightning,3.65,3.65,0.959,Basic4,Basic6,Basic5,Basic4,Arabela Déanemord
98,CV,1000000001236,0,Archer,Pirate,plains,1,2000,1,10,STR,VIT,12,gardening,,wind,2.15,2.15,0.574,Advanced2,Basic2,Basic5,Basic2,Sersorn Woodensun
98,CV,1000000001231,0,Priest,Knight,mountains,1,2000,1,10,WIS,INT,16,fishing,,dark,2.50,2.50,0.507,Basic4,Basic1,Basic2,Basic4,Aveldor Masdus
98,CV,1000000001233,0,Seer,Monk,arctic,1,2000,1,10,DEX,STR,13,foraging,,water,0.60,0.60,0.504,Basic5,Basic6,Basic6,Basic4,Gjavild Lash
98,CV,96827,0,Knight,Knight,mountains,5,0,2,6,AGI,LCK,16,gardening,,water,9.07,1.81,0.607,Basic2,Basic4,Basic7,Basic2,Alma Ethetax
98,CV,1000000001234,0,Thief,Warrior,city,1,2000,1,10,STR,VIT,11,gardening,,ice,2.35,2.35,0.565,Basic5,Basic6,Basic6,Basic2,Thrand Cryjin
99,CV,183034,1,Knight,Pirate,plains,4,2400,1,4,INT,WIS,18,fishing,,fire,9.37,2.34,0.776,Basic1,Basic3,Basic6,Basic5,Drarladoc Phanlios
99,CV,219885,0,Seer,Thief,mountains,1,1041,2,6,AGI,VIT,13,fishing,,earth,1.10,1.10,0.498,Basic1,Basic1,Basic6,Basic3,Himrius Barrin
99,CV,244725,0,Seer,Warrior,desert,1,1924,3,8,VIT,DEX,13,foraging,,wind,1.00,1.00,0.464,Basic3,Basic2,Basic7,Basic3,Madolen Connington
99,CV,261786,2,Thief,Warrior,swamp,1,1835,2,6,VIT,LCK,13,foraging,,earth,2.75,2.75,0.967,Basic4,Basic5,Basic1,Basic1,Lavendea Forestdefender
99,CV,1000000001217,0,Berserker,Priest,island,1,1889,1,10,END,AGI,14,foraging,,earth,1.20,1.20,0.479,Basic1,Basic3,Basic2,Basic7,Zenrorn Rurthulmí
99,CV,249788,2,Thief,Archer,desert,1,667,3,1,AGI,END,13,foraging,,dark,3.10,3.10,0.942,Basic4,Basic3,Basic4,Basic8,Blóintónn Ravenridge
100,CV,256881,0,Thief,Monk,forest,1,1955,1,10,AGI,VIT,14,gardening,,fire,2.10,2.10,0.552,Basic1,Basic7,Basic1,Basic1,Tefemphrael Solidhorn
100,CV,262260,0,Priest,Seer,city,1,2000,1,10,AGI,AGI,13,foraging,,earth,2.20,2.20,0.579,Basic4,Basic7,Basic6,Basic2,Moridoc Fogflame
100,CV,188475,0,DarkKnight,Thief,forest,4,0,3,0,END,VIT,22,foraging,,earth,12.13,3.03,0.744,Advanced3,Advanced4,Basic6,Basic6,Bigella Farrowarm
100,CV,229122,0,Pirate,Monk,forest,2,2104,1,5,INT,DEX,14,foraging,,light,4.63,2.31,0.615,Basic7,Basic6,Basic3,Basic6,Wiquam Dirgespark
100,CV,221241,1,Pirate,Priest,city,2,2505,1,10,DEX,INT,13,gardening,,lightning,5.17,2.58,0.655,Basic2,Basic7,Basic7,Basic4,Agarnas Shadorg
100,CV,213522,2,Thief,Seer,plains,2,2485,1,4,STR,VIT,14,foraging,,light,6.84,3.42,0.898,Basic8,Basic3,Basic4,Basic7,Háthain Hallowedrunner
100,CV,261812,0,Archer,Wizard,desert,1,665,2,9,AGI,STR,12,foraging,,light,1.00,1.00,0.492,Basic3,Basic6,Basic2,Basic2,Apricoris Scartax
100,CV,244866,0,Archer,Thief,forest,1,907,1,10,AGI,END,13,fishing,,light,2.30,2.30,0.556,Basic5,Basic7,Basic1,Advanced3,Seabert Flooddefender
100,CV,159052,1,Warrior,Monk,desert,5,3058,2,8,WIS,INT,18,gardening,,water,9.23,1.85,0.766,Basic4,Basic1,Basic5,Basic2,Zeld Fallensprinter
100,CV,259588,2,Wizard,Wizard,plains,1,292,3,8,WIS,WIS,18,foraging,,wind,3.20,3.20,1.018,Basic3,Basic1,Basic7,Basic2,Norsorn Ethergira
100,CV,1000000001092,0,Knight,Warrior,forest,1,2000,1,10,AGI,END,13,gardening,,lightning,0.90,0.90,0.626,Basic4,Basic3,Basic1,Basic8,Ogakron Coldtide
100,CV,262045,2,Priest,Thief,mountains,1,993,2,8,LCK,WIS,16,foraging,,ice,2.40,2.40,0.909,Basic8,Basic6,Advanced1,Basic6,Arial Rockgrip
100,CV,227181,0,Thief,Monk,forest,2,747,1,10,AGI,VIT,16,gardening,,lightning,4.19,2.10,0.545,Basic7,Basic7,Basic1,Basic4,Hodridoc Yewrun
100,CV,223159,0,Pirate,Seer,forest,2,1395,1,10,END,INT,12,gardening,,fire,5.02,2.51,0.453,Basic7,Basic2,Basic1,Basic1,Cleve Cataclylios
100,CV,252771,2,Wizard,Archer,desert,1,343,2,4,LCK,DEX,12,foraging,,dark,2.40,2.40,0.877,Basic7,Advanced3,Basic5,Basic1,Viola Craterreign
100,CV,167281,0,Paladin,Monk,island,5,5309,2,1,DEX,DEX,18,foraging,,lightning,7.55,1.51,0.732,Basic4,Advanced1,Basic7,Basic2,Eudestra Oregan
100,CV,229035,0,Thief,Seer,forest,2,1260,1,10,DEX,AGI,16,gardening,,light,6.39,3.19,0.510,Basic8,Basic7,Advanced1,Basic3,Héobeam Dirgesoar
100,CV,258194,0,Summoner,Seer,mountains,1,1743,2,1,AGI,DEX,14,gardening,,dark,1.00,1.00,0.734,Basic7,Basic6,Basic6,Basic7,Maxwell Shadeguard
100,CV,245249,0,Knight,Warrior,desert,1,1864,1,10,DEX,END,13,fishing,,light,2.50,2.50,0.626,Basic7,Basic2,Basic8,Basic6,Uzor Ridgerusher
100,CV,1000000001059,1,Ninja,Pirate,swamp,2,3000,2,1,END,AGI,17,mining,,ice,3.34,1.67,0.981,Basic2,Basic6,Basic7,Basic2,Qirwam Crypmera
100,CV,262959,0,Monk,Warrior,island,1,2000,1,10,DEX,DEX,14,fishing,,ice,1.20,1.20,0.579,Basic7,Basic5,Basic4,Basic5,Cragorim Bloodwinds
103,CV,264277,1,Ninja,Seer,plains,1,1790,3,2,INT,DEX,13,mining,,wind,2.10,2.10,0.929,Basic6,Advanced4,Basic2,Basic2,Kobus Spiderstriker
105,CV,135972,0,Summoner,Thief,desert,7,4580,4,0,LCK,LCK,24,foraging,,dark,12.24,1.75,0.625,Advanced3,Basic3,Advanced1,Basic1,Janessa Dalt
